relative_path,category,difference_status,consumer_evidence,consumers,registration,condition,world_render,inventory_render,metadata_evidence,classification,manual_flags,evidence_note
models/stool/birch.png,models,upstream-only,none-extracted,,none for exact path,not reached,no exact-path evidence,no exact-path evidence,none established for exact path,model-bound,manual-review,No case-exact current Java consumer was extracted; similar names or legacy paths do not establish compatibility.
models/stool/dark_oak.png,models,upstream-only,none-extracted,,none for exact path,not reached,no exact-path evidence,no exact-path evidence,none established for exact path,missing-system/excluded,manual-review;excluded,Extra wood species/data semantics belong to excluded #23; no exact current consumer.
models/stool/jungle.png,models,upstream-only,none-extracted,,none for exact path,not reached,no exact-path evidence,no exact-path evidence,none established for exact path,model-bound,manual-review,No case-exact current Java consumer was extracted; similar names or legacy paths do not establish compatibility.
models/stool/oak.png,models,upstream-only,none-extracted,,none for exact path,not reached,no exact-path evidence,no exact-path evidence,none established for exact path,model-bound,manual-review,No case-exact current Java consumer was extracted; similar names or legacy paths do not establish compatibility.
models/stool/spruce.png,models,upstream-only,none-extracted,,none for exact path,not reached,no exact-path evidence,no exact-path evidence,none established for exact path,model-bound,manual-review,No case-exact current Java consumer was extracted; similar names or legacy paths do not establish compatibility.
models/table/acacia.png,models,upstream-only,none-extracted,,none for exact path,not reached,no exact-path evidence,no exact-path evidence,none established for exact path,missing-system/excluded,manual-review;excluded,Extra wood species/data semantics belong to excluded #23; no exact current consumer.
models/table/birch.png,models,upstream-only,none-extracted,,none for exact path,not reached,no exact-path evidence,no exact-path evidence,none established for exact path,model-bound,manual-review,No case-exact current Java consumer was extracted; similar names or legacy paths do not establish compatibility.
models/table/dark_oak.png,models,upstream-only,none-extracted,,none for exact path,not reached,no exact-path evidence,no exact-path evidence,none established for exact path,missing-system/excluded,manual-review;excluded,Extra wood species/data semantics belong to excluded #23; no exact current consumer.
models/table/jungle.png,models,upstream-only,none-extracted,,none for exact path,not reached,no exact-path evidence,no exact-path evidence,none established for exact path,model-bound,manual-review,No case-exact current Java consumer was extracted; similar names or legacy paths do not establish compatibility.
models/table/oak.png,models,upstream-only,none-extracted,,none for exact path,not reached,no exact-path evidence,no exact-path evidence,none established for exact path,model-bound,manual-review,No case-exact current Java consumer was extracted; similar names or legacy paths do not establish compatibility.
models/table/spruce.png,models,upstream-only,none-extracted,,none for exact path,not reached,no exact-path evidence,no exact-path evidence,none established for exact path,model-bound,manual-review,No case-exact current Java consumer was extracted; similar names or legacy paths do not establish compatibility.
